"Bevestigd","Datum","Type","Label","Adres","Bedrag (LTC)","ID"
"true","2017-11-17T23:27:04","Ontvangen met","TESTLTC","LUE3TZ4kaC9FRrMayXE4HbiYF1JyKyrVrv","0.00100000","fda0484c209a07374c0288bd39e8bdeb9d2f55cc51e16431ab16032dfb09282b"
